序号,发布日期,发布时间（页面时区）,视频标题,视频链接,视频ID
1140,2022-02-12,05:44:41-08:00,比特幣還要跌？下降趨勢未改變，這些價格或許有支撐！BTC.D佔比提高，山寨幣小心！,https://www.youtube.com/watch?v=cGAibzzFHNc,cGAibzzFHNc
1141,2022-02-11,02:33:18-08:00,風險提醒！比特幣沖高回落，不可忽視的潛在風險！山寨幣，或許也會受影響！,https://www.youtube.com/watch?v=OpofWSUuH3U,OpofWSUuH3U
1142,2022-02-09,01:25:33-08:00,比特幣多空換手，絕對均衡的中繼形態，漲？跌？跟隨趨勢！,https://www.youtube.com/watch?v=rvVIYHjsj-U,rvVIYHjsj-U
1143,2022-02-08,02:25:18-08:00,比特幣衝高回落，是拉高出貨？還是正常回調？這決定了：是清倉跑路，還是逢低買入！,https://www.youtube.com/watch?v=GtoEq3SPkBs,GtoEq3SPkBs
1144,2022-02-06,23:38:24-08:00,比特幣，阻力重重！臨近周線阻力區，是否突破，將決定一周走勢！ETH什麼情況？,https://www.youtube.com/watch?v=LHwuJZqtie4,LHwuJZqtie4
1145,2022-02-06,08:20:12-08:00,比特幣上漲中繼？or階段性小頂？震蕩區間，怎麼做交易？最簡單策略！,https://www.youtube.com/watch?v=6BbJLjPTgAc,6BbJLjPTgAc
1146,2022-02-05,04:07:12-08:00,比特幣，事情正在起變化！熊市反彈？牛市再來？不要帶成見做交易，這次或許不一樣！,https://www.youtube.com/watch?v=Td8tiMHuieU,Td8tiMHuieU
1147,2022-02-04,01:01:14-08:00,臨近突破？BTC第五次挑戰趨勢線，不可錯過的交易機會，我的完整交易策略！,https://www.youtube.com/watch?v=IiNffYDpaHo,IiNffYDpaHo
1148,2022-02-03,03:58:49-08:00,美股+幣市，關鍵時刻！BTC跌到哪？美股死貓反彈？我的預測和應對！,https://www.youtube.com/watch?v=w0PHpiN-FCM,w0PHpiN-FCM
1149,2022-02-02,05:44:22-08:00,比特幣不漲不跌，趨勢線附近徘徊，等待出方向！BTC、ETH、ALGO、ONE，行情分析！,https://www.youtube.com/watch?v=q1g3ATxLegY,q1g3ATxLegY
1150,2022-02-01,05:03:01-08:00,比特幣多空對決，或在今日！小心，臨近核心趨勢線！神奇的月線支撐，下次別錯過！,https://www.youtube.com/watch?v=g9lz3dlk7PM,g9lz3dlk7PM
1151,2022-02-01,02:57:42-08:00,交易入門課程003：日本蠟燭圖技術！認識K線，識別反轉！交易的起點，一切的基礎！TiaBtc003,https://www.youtube.com/watch?v=ab5GUxw2GBs,ab5GUxw2GBs
1152,2022-01-31,05:00:14-08:00,比特幣，何時探底？相似的周線形態，但成交量很不一樣，或許是反轉？！,https://www.youtube.com/watch?v=u-8By--6kDc,u-8By--6kDc
1153,2022-01-29,04:32:28-08:00,比特幣，日線底背離完成！即將測試核心趨勢線，這幾天就出方向！,https://www.youtube.com/watch?v=YAzS5EedYI0,YAzS5EedYI0
1154,2022-01-27,04:17:18-08:00,美聯儲會議後，比特幣怎麼走？等二次探底？給你看個東西！,https://www.youtube.com/watch?v=f1lEZMZHrWU,f1lEZMZHrWU
1155,2022-01-26,04:12:57-08:00,比特幣繼續漲？成交量萎縮，卻能繼續漲，在等美股小反彈？留意美聯儲會議！,https://www.youtube.com/watch?v=CBkOBx3tZfU,CBkOBx3tZfU
1156,2022-01-25,03:05:01-08:00,第一次！比特幣買盤已來，能否V型反轉？所有人做空都賺錢時，或許趨勢將改！,https://www.youtube.com/watch?v=iyoVw6QWd2Y,iyoVw6QWd2Y
1157,2022-01-24,04:07:03-08:00,比特幣跌跌跌，這飛刀能不能接？通道+核心支撐區，做空要看這條線！,https://www.youtube.com/watch?v=L2C7VVviMZk,L2C7VVviMZk
1158,2022-01-22,03:15:27-08:00,美股崩盤，比特幣崩盤！抄底，還是割肉？通道是否能撐住？,https://www.youtube.com/watch?v=R7AskKPagbM,R7AskKPagbM
1159,2022-01-21,00:34:07-08:00,比特幣跌破40000！美股帶崩？繼續潰敗？留意這條線！【直播簡明扼要版】,https://www.youtube.com/watch?v=SqNCoVxcMQk,SqNCoVxcMQk
1160,2022-01-20,02:39:57-08:00,比特幣頭肩頂，何時做空？美股崩盤風險？重大風險提醒！,https://www.youtube.com/watch?v=XIofhc0xZp0,XIofhc0xZp0
1161,2022-01-19,00:56:27-08:00,比特幣通道下緣，才是底？我不在此做空，但存這種可能性在心！低於40的BTC.D，就是摸不得的老虎屁股！,https://www.youtube.com/watch?v=MzYhO-ZPuvI,MzYhO-ZPuvI
1162,2022-01-17,17:30:01-08:00,盤整時期的比特幣，是漲，是跌，是盤整？ETH和LUNA的相似走勢！,https://www.youtube.com/watch?v=R2yVz6NhMwI,R2yVz6NhMwI
1163,2022-01-16,06:21:46-08:00,比特幣，所有人都在等！暴風雨的前夜？ETH，漲到這裡我減倉！,https://www.youtube.com/watch?v=OWPS_InJXI8,OWPS_InJXI8
1164,2022-01-14,06:10:33-08:00,比特幣，為什麼跌了？又為什麼漲了？能否撐住？以及我的交易分享！,https://www.youtube.com/watch?v=hCQ1CA1NxhE,hCQ1CA1NxhE
1165,2022-01-13,05:35:49-08:00,比特幣日線底背離，看漲？ETH強阻力到了！美聯儲、貨幣政策、宏觀經濟，說說我的看法,https://www.youtube.com/watch?v=8pu6YQdKRG8,8pu6YQdKRG8
1166,2022-01-12,06:14:16-08:00,就這樣漲上去？比特幣觸底反彈，逼近阻力區！ETH強勢反彈，分批止盈？,https://www.youtube.com/watch?v=aOMUN9nuf4Q,aOMUN9nuf4Q
1167,2022-01-11,04:05:49-08:00,WOW! 比特幣假跌破！買盤初現，震倉彈簧？之後怎麼走？,https://www.youtube.com/watch?v=VCuOCTac5sA,VCuOCTac5sA
1168,2022-01-10,04:17:37-08:00,40000就像鋼絲繩，比特幣能否撐住？3000的ETH，已經是底？關注這個行為！,https://www.youtube.com/watch?v=zLKxyNF--Ug,zLKxyNF--Ug
1169,2022-01-08,05:09:39-08:00,比特幣守住了！但買方呢？市場在觀望，等一個確認信號！,https://www.youtube.com/watch?v=kOUriHtyhe0,kOUriHtyhe0
1170,2022-01-07,05:12:32-08:00,極度巧合！比特幣的34天！是28K那樣的階段性底部？還是頭肩頂暴跌的前夜？做好準備！,https://www.youtube.com/watch?v=5McKsshFaGM,5McKsshFaGM
1171,2022-01-06,04:23:53-08:00,現在做空比特幣？好時機，還是壞主意？ETH，跌破3000？,https://www.youtube.com/watch?v=RvQ2BvH6r9g,RvQ2BvH6r9g
1172,2022-01-05,04:15:29-08:00,比特幣昨日再現？這形態，29000時出現過，這次會不會一樣？,https://www.youtube.com/watch?v=mce6Ditpedg,mce6Ditpedg
1173,2022-01-03,23:29:14-08:00,比特幣，我等這個價！牛市的最後震倉？還是漫長熊市？BTC市佔比又到危險位，上次發生了……,https://www.youtube.com/watch?v=YdcGmrdS7Eo,YdcGmrdS7Eo
1174,2022-01-01,02:42:32-08:00,比特幣觸底反彈，因為期權結算？ETH的潛在阻力？行情分析，及新年展望！,https://www.youtube.com/watch?v=38OC2ynFwhI,38OC2ynFwhI
1175,2021-12-31,06:12:33-08:00,比特幣頭肩底突破！絕佳做多時機？還是馬上就到阻力區？,https://www.youtube.com/watch?v=EzMqAJJoTvs,EzMqAJJoTvs
1176,2021-12-30,05:37:37-08:00,比特幣跌到底了？觸底反彈，V型反轉？碰碰運氣，ETH會不會跌到這個白菜價？,https://www.youtube.com/watch?v=NBkTXaF6imY,NBkTXaF6imY
1177,2021-12-29,06:10:25-08:00,比特幣的歷史重演？如果和上次一樣，會跌到這個地方！ETH弱勢，MATIC等更弱！,https://www.youtube.com/watch?v=5jZGoMsw8SQ,5jZGoMsw8SQ
1178,2021-12-27,19:01:34-08:00,錯過51900的賣出時機？不要錯過在這裡買！BTC瀑布，matic/mana/sol/sand或有風險！,https://www.youtube.com/watch?v=wohOKt44gSA,wohOKt44gSA
1179,2021-12-27,05:40:41-08:00,BTC回踩確認，若再突破，將有不可錯過的趨勢行情！BIT\FTM\SAND，簡單帶過~,https://www.youtube.com/watch?v=xvxOO5iAKMM,xvxOO5iAKMM
1180,2021-12-26,17:25:11-08:00,交易入門課程002：風險優先！資金管理，風險管理，TiaBtc002,https://www.youtube.com/watch?v=MQTh3UxCPmA,MQTh3UxCPmA
1181,2021-12-25,19:42:07-08:00,跌破50000！比特幣緊急更新！,https://www.youtube.com/watch?v=z7XUaa1MgPg,z7XUaa1MgPg
1182,2021-12-25,03:53:38-08:00,比特幣51900無法突破，重回底部吸籌？分享我的計劃，分享我的聖誕樹！,https://www.youtube.com/watch?v=vjU3qgaA5_4,vjU3qgaA5_4
1183,2021-12-24,04:10:21-08:00,牛市回來了？比特幣突破核心趨勢線，單邊上漲？還是繼續盤整，只看51900！,https://www.youtube.com/watch?v=hPIsAOL9mf8,hPIsAOL9mf8
1184,2021-12-23,02:34:17-08:00,比特幣，正常回調，或逃命趁早？已臨近核心趨勢線！ETH假突破後，是否真跌破？,https://www.youtube.com/watch?v=o_J9h7JGz-g,o_J9h7JGz-g
1185,2021-12-22,01:25:02-08:00,比特幣真突破？除非站穩這條線！ETH突破三角震蕩，但未必要開多，等BTC確認！,https://www.youtube.com/watch?v=73_6EVTGShU,73_6EVTGShU
1186,2021-12-21,02:59:30-08:00,比特幣，跌勢反轉了？觸底反彈，真突破還是假突破？留意這條線！,https://www.youtube.com/watch?v=Qjxk3H_dkms,Qjxk3H_dkms
1187,2021-12-20,04:47:44-08:00,比特幣何時反轉？ETH強勢不再？仍在盤整，留意假突破/假跌破！,https://www.youtube.com/watch?v=A_n-TjHA4cQ,A_n-TjHA4cQ
1188,2021-12-18,04:33:23-08:00,比特幣，能否站穩通道中軸？很關鍵！ETH阻力區將至！波幅縮小，快要出方向？,https://www.youtube.com/watch?v=wElP9DW0zks,wElP9DW0zks
1189,2021-12-18,03:03:42-08:00,交易入門課程001：計劃你的交易，TiaBtc001,https://www.youtube.com/watch?v=HRmnIGT2How,HRmnIGT2How
1190,2021-12-17,03:40:31-08:00,比特幣，跌到多少可以買？留意以太坊的重要趨勢線！完美盤整，easy money!!!,https://www.youtube.com/watch?v=NtisUd9nadI,NtisUd9nadI
1191,2021-12-16,04:51:38-08:00,比特幣，神秘螺旋又來！快到邊緣，多空分歧大！ETH也臨近阻力區，做多需謹慎！,https://www.youtube.com/watch?v=9QYrsQgDvac,9QYrsQgDvac
1192,2021-12-15,04:25:03-08:00,比特幣越盤越清晰，分享一則簡單策略！美聯儲議息在即，帶好止損，降低風險！,https://www.youtube.com/watch?v=P6BtwuhWh4M,P6BtwuhWh4M
1193,2021-12-14,04:37:49-08:00,比特幣，未必那麼熊！散戶極度恐慌，價格卻未跌破，誰在買？熟悉的吸籌區？,https://www.youtube.com/watch?v=g81YObbZeWQ,g81YObbZeWQ
1194,2021-12-13,05:12:27-08:00,比特幣的上限和下限？接下來的交易計劃，都關乎這兩條線！此外，ETH頹勢仍未扭轉…,https://www.youtube.com/watch?v=DinQMc0ISN8,DinQMc0ISN8
1195,2021-12-11,03:44:26-08:00,BTC和ETH，都出現了奇怪的東西！看漲形態！漲到哪裡？持續盤整，何時抄底？,https://www.youtube.com/watch?v=pF1t7vGLQ_c,pF1t7vGLQ_c
1196,2021-12-10,05:26:42-08:00,比特幣跌到底了沒？ETH仍現頹勢？無論漲跌，你只需站在對的一邊！,https://www.youtube.com/watch?v=RqFQ3vsBqmw,RqFQ3vsBqmw
1197,2021-12-09,03:44:05-08:00,小心跌破！比特幣反復試探，趨勢線能否撐住？ETH頹勢初現，換回比特幣？山寨要小心！,https://www.youtube.com/watch?v=16eDVEyx4EE,16eDVEyx4EE
1198,2021-12-08,04:35:37-08:00,比特幣二次探底，探得到底嗎？比特幣市場佔比再觸底，山寨幣或有危險？,https://www.youtube.com/watch?v=tEZbBm-y-9g,tEZbBm-y-9g
1199,2021-12-07,03:27:08-08:00,比特幣，是牛是熊？美股反彈，比特幣隨漲，能否持續？ETH完美周線，也要耐心等盤整！,https://www.youtube.com/watch?v=J94Z0xwKYAo,J94Z0xwKYAo
1200,2021-12-05,04:53:47-08:00,比特幣暴跌後復盤！接下來怎麼走？難道真是機構砸盤，技術分析無能為力？未必！,https://www.youtube.com/watch?v=mcAlazzhObU,mcAlazzhObU
1201,2021-12-03,17:05:01-08:00,比特幣的蝴蝶效應！極度恐慌了？說不定跌穩了。,https://www.youtube.com/watch?v=T2jTa9ELDfE,T2jTa9ELDfE
1202,2021-12-03,04:14:07-08:00,BTC不漲不跌，是牛市走了嗎？ETH能否繼續強勢？拋開情緒，來量價分析！,https://www.youtube.com/watch?v=XVY1RRE8klc,XVY1RRE8klc
1203,2021-12-02,03:16:22-08:00,BTC新聞利空？美股崩盤拖下水？ETH還漲不漲？我留意這些點位！,https://www.youtube.com/watch?v=32VdQi0EAvA,32VdQi0EAvA
1204,2021-11-30,18:29:31-08:00,ETH強勢爆發！扛旗領漲，還是全盤帶崩？BTC跌到這裡我會買！山寨暴漲的牛尾行情快到了？,https://www.youtube.com/watch?v=7lrUnxVADYA,7lrUnxVADYA
1205,2021-11-30,02:43:08-08:00,盤整半年，ETH強勢突破！BTC跌到多少？SAND大資金出貨？！,https://www.youtube.com/watch?v=6-T3CzHXkEU,6-T3CzHXkEU
1206,2021-11-29,02:28:38-08:00,比特幣突破！真去98K？似乎上漲乏力！一周交易計劃更新！,https://www.youtube.com/watch?v=17L3dJE6N7I,17L3dJE6N7I
1207,2021-11-27,04:46:18-08:00,比特幣，又一次極度恐慌！一樣會漲？或者這次不一樣？12月9日會發生什麼？,https://www.youtube.com/watch?v=Zav10TtlYfY,Zav10TtlYfY
1208,2021-11-26,04:33:29-08:00,比特幣暴跌，54K達成！ETH率先完成B浪反彈，並迅速開啟C浪，見底了嗎？,https://www.youtube.com/watch?v=oMFcWMBYmGo,oMFcWMBYmGo
1209,2021-11-25,02:56:58-08:00,打起精神來，比特幣將出方向！向上還是向下？搭哪趟車？ETH的大刀，已饑渴難耐！,https://www.youtube.com/watch?v=rRVJwLjAx6U,rRVJwLjAx6U
1210,2021-11-24,03:03:13-08:00,MUSK發難幣安！DOGE這樣才能漲？比特幣在盤整築底？強勢ETH，所言不虛！,https://www.youtube.com/watch?v=b-ySJA-J6vU,b-ySJA-J6vU
1211,2021-11-22,04:09:24-08:00,比特幣牛市還在嗎？什麼階段？強阻力區，需要注意！ETH最完整波浪分析！,https://www.youtube.com/watch?v=qNAMt5uJHWc,qNAMt5uJHWc
1212,2021-11-20,04:05:33-08:00,比特幣小回彈，但0.618魔咒未解，還會跌？ETH更強勢，但也到臨界點！,https://www.youtube.com/watch?v=ujfsabDcK3c,ujfsabDcK3c
1213,2021-11-19,04:08:34-08:00,比特幣，跌到多少有支撐？我在等這樣一個反轉信號！為什麼說ETH走勢更強勢？,https://www.youtube.com/watch?v=2muFVMB6kF4,2muFVMB6kF4
1214,2021-11-18,04:01:49-08:00,比特幣，一小時級別吸籌區？無聊行情的不無聊更新！,https://www.youtube.com/watch?v=iRkqiLvL-BE,iRkqiLvL-BE
1215,2021-11-17,04:08:14-08:00,比特幣58000撐不住？要去52000？PlanB改口，98k漲不上去？一個月漲50%，這像熊市麼？,https://www.youtube.com/watch?v=VEY2kHaeb-4,VEY2kHaeb-4
1216,2021-11-16,00:01:54-08:00,比特幣暴跌！是回踩周線，也是四浪回調！ETH巨鯨提幣，非常罕見，誰拿到了內幕？,https://www.youtube.com/watch?v=KNmdZlXzTM8,KNmdZlXzTM8
1217,2021-11-15,02:38:49-08:00,比特幣周線，出現什麼信號？日線突破關鍵區，上方強阻力？ETH走勢可好？一周交易計劃分享！,https://www.youtube.com/watch?v=RVfaV1_aPo8,RVfaV1_aPo8
1218,2021-11-13,17:08:05-08:00,六萬多的比特幣，是頂還是底？這個信號，預判後市的漲跌！ETH出方向？詳細分析！,https://www.youtube.com/watch?v=tm_tzd9JHTU,tm_tzd9JHTU
1219,2021-11-12,04:05:10-08:00,比特幣見頂？牛市頂部是怎樣的？以太坊基金會拋售？留意這個支撐位！,https://www.youtube.com/watch?v=0z-FNBaX9M0,0z-FNBaX9M0
1220,2021-11-10,18:20:35-08:00,比特幣暴漲又暴跌，到底怎麼了？機構砸盤，還是恆大的定時炸彈？ETH隨之回調，山寨幣怎麼辦？,https://www.youtube.com/watch?v=ot1URa0VdHE,ot1URa0VdHE
1221,2021-11-10,00:43:52-08:00,比特幣正常回調？或見頂信號？合約持倉量新高，此前每次都暴跌，這次會不會也一樣？,https://www.youtube.com/watch?v=7oUaLZ1M8-U,7oUaLZ1M8-U
1222,2021-11-08,20:21:18-08:00,比特幣星際漫遊指北！漲到多少？何時賣出？以太ETH最強走勢是？此外，這幾個幣，或許有機會！,https://www.youtube.com/watch?v=uJmY8EOT7lA,uJmY8EOT7lA
1223,2021-11-07,17:41:36-08:00,比特幣65000，真假突破？以太坊4700，再創新高！山寨吸血？BNB/BIT，平台幣繼續漲？,https://www.youtube.com/watch?v=cF_AxAip2FE,cF_AxAip2FE
1224,2021-11-06,17:10:23-07:00,比特幣，黎明前的盤整！以太坊精準插針，仍強勢？類似BNB的暴漲形態，這兩個幣也有！,https://www.youtube.com/watch?v=2vwZUfIJnZ0,2vwZUfIJnZ0
1225,2021-11-05,01:29:40-07:00,快到臨界點！比特幣上次也這樣，不可忽視！ETH我會在這買，BNB/CAKE/BAKE要復活？,https://www.youtube.com/watch?v=z-7ONbc9iTI,z-7ONbc9iTI
1226,2021-11-04,04:16:09-07:00,比特幣還需盤整，ETH回調多少可買入？今天暴漲50%的幣，怎麼找到的？教你方法！,https://www.youtube.com/watch?v=dUM2R9FzC6k,dUM2R9FzC6k
1227,2021-11-03,02:11:32-07:00,比特幣BTC突破頭肩底！以太坊ETH歷史新高，去6000？SOL日線級突破！,https://www.youtube.com/watch?v=jowE8rYbnAQ,jowE8rYbnAQ
1228,2021-11-02,01:24:14-07:00,比特幣頭肩底即將突破！BTC底部反轉即將完成？ETH仍然強勢？這個幣盤整後，或許繼續上漲！,https://www.youtube.com/watch?v=mUvLYvP2jZ4,mUvLYvP2jZ4
1229,2021-11-01,01:13:12-07:00,比特幣突破趨勢線！趨勢反轉？BTC\ETH，月線周線怎麼樣？繼續持有？,https://www.youtube.com/watch?v=n5_nAce_WFU,n5_nAce_WFU
1230,2021-10-30,00:17:07-07:00,比特幣正常回踩，還是再跌一波？ETH新高，MANA、BIT暴漲，再漲幾倍？,https://www.youtube.com/watch?v=VqYR8RbZNkA,VqYR8RbZNkA
1231,2021-10-28,17:31:40-07:00,比特幣怎麼了？上下插針，終極震倉？以太坊ETH，強勢初現！狗狗幣DOGE，是否有機會？,https://www.youtube.com/watch?v=QP9ANf08UtY,QP9ANf08UtY
1232,2021-10-28,01:57:17-07:00,散戶有序離場，主力悄悄接盤！為什麼57000下不去？狗狗幣重新復活？SHIB有危險要逃頂？,https://www.youtube.com/watch?v=p_eKClh6AsE,p_eKClh6AsE
1233,2021-10-27,01:38:35-07:00,比特幣跌破60000，還要跌到哪？減倉離場，還是加倉時機？以及，我的誤判復盤！,https://www.youtube.com/watch?v=uhG2MNvP4R0,uhG2MNvP4R0
1234,2021-10-26,00:54:05-07:00,比特幣買盤不足，上漲無力！惡性通貨膨脹下，比特幣未來如何？BTC、ETH，近期大戶有什麼動作？,https://www.youtube.com/watch?v=jRmt62XKokA,jRmt62XKokA
1235,2021-10-24,23:08:55-07:00,比特幣周線收陰，大利空？拉升，還是掉頭向下？畫好這幾條線，大量交易機會！我的一周交易計劃分享,https://www.youtube.com/watch?v=u-NTsEnxO-I,u-NTsEnxO-I
1236,2021-10-23,00:35:38-07:00,比特幣下跌7000美金，是散戶解套，還是主力出逃？簡單說，是散戶在賣，還是機構在賣？贏家還是輸家，看你站哪一邊！,https://www.youtube.com/watch?v=ZQOVVpS2e1A,ZQOVVpS2e1A
1237,2021-10-21,19:15:46-07:00,比特幣還好嗎？閃崩4000美金，正常回撤，還是危險來臨？以太坊的劇本，在這裡！,https://www.youtube.com/watch?v=-2nL3cz236s,-2nL3cz236s
1238,2021-10-20,22:19:13-07:00,比特幣歷史新高，極度貪婪，也極度恐懼！合約持倉歷史新高，崩盤前兆？或者，正常縮量回調？ETH強勢突破，有機會！,https://www.youtube.com/watch?v=43cfmhVtRcE,43cfmhVtRcE
1239,2021-10-19,19:25:06-07:00,比特幣歷史新高前，會發生什麼？上次發生了什麼？BTC/ETH分析，分享我的交易計劃！,https://www.youtube.com/watch?v=h2mmapRUlS4,h2mmapRUlS4
1240,2021-10-19,02:56:26-07:00,比特幣63000，過不去的坎？以太坊ETH頹勢初現？FTM走勢完美，Coinbase股票大漲，Tesla更強走勢！,https://www.youtube.com/watch?v=thUknp8C8Dw,thUknp8C8Dw
1241,2021-10-17,23:12:47-07:00,比特幣周線突破！破歷史的收線價，或許是明確信號？以太坊ETH若突破，漲到6000？,https://www.youtube.com/watch?v=eEGEjbC7Rac,eEGEjbC7Rac
1242,2021-10-16,02:59:20-07:00,比特幣，狂暴牛市的什麼階段？BTC和ETH，即將到來的完美交易機會？,https://www.youtube.com/watch?v=KwaKE30Ib0g,KwaKE30Ib0g
1243,2021-10-14,20:40:47-07:00,比特幣重大利好，比特幣期貨ETF，或將無阻礙通過！行情分析，快速解讀！,https://www.youtube.com/watch?v=lZO3ti_VfEc,lZO3ti_VfEc
1244,2021-10-14,18:23:06-07:00,回調？或盤整？比特幣四小時MACD頂背離，ETH頭肩底突破後，是否能企穩、並啟動山寨季？非常關鍵！,https://www.youtube.com/watch?v=iSo-4kb2nBQ,iSo-4kb2nBQ
1245,2021-10-13,18:59:24-07:00,比特幣58000，月線突破！距離63000，只差8%！以太坊大型頭肩底若成立，也將迎來補漲！BTC\ETH\SHIB\DOT分析！,https://www.youtube.com/watch?v=RK8rQ11q2l8,RK8rQ11q2l8
1246,2021-10-12,18:54:32-07:00,比特幣急跌，佯裝無事？魚尾行情，知進知退！以太坊ETH區間震蕩，畫出這兩條線！,https://www.youtube.com/watch?v=60LRPPBFr7A,60LRPPBFr7A
1247,2021-10-12,13:32:16-07:00,比特幣急跌，快速更新！仍看好六萬三，但危險來的時候避一避，合約多單已止盈，落袋為安，再等時機！,https://www.youtube.com/watch?v=WwCibXi8r74,WwCibXi8r74
1248,2021-10-11,22:23:25-07:00,上方阻力重重，比特幣難漲上去？極度貪婪時，現貨開始減倉？ETH為什麼五次都無法突破這條線？ETH不漲，山寨也難！BTC\ETH\ADA\DOT\FTT分析！,https://www.youtube.com/watch?v=9MjKhtSffJc,9MjKhtSffJc
1249,2021-10-10,23:47:00-07:00,比特幣突破56500！！但巨量賣單出現，這裡是否就是頂？以太坊為何遲遲不動？山寨幣何時跟漲？BTC\ETH\SHIB\FTM，我的一周交易計劃！,https://www.youtube.com/watch?v=0wEbGO-DX-Q,0wEbGO-DX-Q
1250,2021-10-08,20:22:36-07:00,比特幣日線難看，但並未跌破上升旗形！ETH跌破上升楔形？SHIB莊家跑了？FTM就是無法突破2.4美金？CELR或許有機會？,https://www.youtube.com/watch?v=x_3aOxldnDk,x_3aOxldnDk
1251,2021-10-08,02:32:15-07:00,比特幣拒絕回調！再次極度貪婪，從技術分析來看，危險是否臨近？SHIB機構出逃，最佳賣出價是？FTM漲破2.4，賣出獲利？,https://www.youtube.com/watch?v=5fAu1X_bLvI,5fAu1X_bLvI
1252,2021-10-06,18:51:22-07:00,比特幣55000穩不穩？！16億市價買幣的大鯨魚，得到了什麼消息？SHIB翻三倍，下一個暴漲的是？,https://www.youtube.com/watch?v=qVpIpFi5rJ0,qVpIpFi5rJ0
1253,2021-10-05,23:07:58-07:00,52000強阻力區，比特幣能否突破？和上次一樣暴跌？非常關鍵的一天！,https://www.youtube.com/watch?v=Bcd7hVNFNkg,Bcd7hVNFNkg
1254,2021-10-04,18:53:13-07:00,比特幣突破49000，能否站穩？SHIB爆拉，原因是什麼？DOGE也要復活了？不可錯過！,https://www.youtube.com/watch?v=2es_a1cKvOo,2es_a1cKvOo
1255,2021-10-03,18:49:43-07:00,比特幣的49000，繞不過去的坎？漲不上去了，還是正常盤整？BTC、ETH、ADA、DYDX、AXS、SOL，逐一分析！,https://www.youtube.com/watch?v=_T8ahjLs4Gs,_T8ahjLs4Gs
1256,2021-10-01,23:52:36-07:00,比特幣，突破即暴漲！到達雙重阻力區，能否順利突破？向上飄揚的旗幟，強勢還是弱勢？,https://www.youtube.com/watch?v=ma5Hy0R7Hsg,ma5Hy0R7Hsg
1257,2021-09-30,18:50:34-07:00,十月，比特幣漲到6萬3？鏈上分析，技術分析，都指向這個方向……,https://www.youtube.com/watch?v=Ee3h4hZl3Mg,Ee3h4hZl3Mg
1258,2021-09-29,18:51:00-07:00,比特幣突破還是跌破？事情明晰了起來！保持耐心，靜待這次機會！,https://www.youtube.com/watch?v=2PX9tD0yv78,2PX9tD0yv78
1259,2021-09-29,00:46:51-07:00,美股暴跌，比特幣卻跌不下去！四萬強支撐？還能不能跌到三萬多？這底部，若沒鯨魚，那就有鬼了！,https://www.youtube.com/watch?v=lmlxbdU5E2w,lmlxbdU5E2w
1260,2021-09-27,23:23:00-07:00,輸家到贏家的第一步？優秀的交易者最不可少的是？本人最重要的一期！,https://www.youtube.com/watch?v=OnEZpExmwXE,OnEZpExmwXE
1261,2021-09-26,17:54:25-07:00,出我意料！一國人在拋售，幣價不跌反漲，四萬強支撐，說明了什麼？新的一周，現貨、合約交易計劃梳理！,https://www.youtube.com/watch?v=RIAhrM2jz4E,RIAhrM2jz4E
1262,2021-09-24,18:19:32-07:00,又禁比特幣？這次很不同！這次的提法很不一樣，比特幣能否撐住？會不會順勢跌破新低？,https://www.youtube.com/watch?v=RO7KxqnJzqk,RO7KxqnJzqk
1263,2021-09-23,19:44:12-07:00,這一改變，讓比特幣真的能支付！Twitter的一小步，Bitcoin的一大步！忽略短期漲跌，看看大趨勢！,https://www.youtube.com/watch?v=1BWaWp7m-nA,1BWaWp7m-nA
1264,2021-09-22,19:18:45-07:00,比特幣，能不能再跌一次？！日線2-Breakout，40000強支撐，但築底不穩，真能這樣漲上去嗎？,https://www.youtube.com/watch?v=SkJGcRUCZO4,SkJGcRUCZO4
1265,2021-09-21,19:01:01-07:00,比特幣觸底反彈？跌不到37300怎麼辦？趨勢萌發之先，抓住反轉信號！BTC\ETH，行情分析！,https://www.youtube.com/watch?v=wEB1Zobj7Mo,wEB1Zobj7Mo
1266,2021-09-20,23:53:14-07:00,全球資產大暴跌，熊市真來了？我靜心等待，直到比特幣跌到這！,https://www.youtube.com/watch?v=tYTC8LWfVyw,tYTC8LWfVyw
1267,2021-09-20,00:38:28-07:00,BTC\ETH下跌，緊急更新！C浪下跌開啟？跌到多少買現貨？如果跌到這，我要打今年最漂亮的一仗！！,https://www.youtube.com/watch?v=joXEKzJqW0E,joXEKzJqW0E
1268,2021-09-18,00:19:59-07:00,比特幣突破！看漲的下降旗形突破，臨近這個價格區，不可掉以輕心！,https://www.youtube.com/watch?v=DN7ncJfyvJA,DN7ncJfyvJA
1269,2021-09-16,23:58:04-07:00,買在無人問津時！比特幣BTC，狗狗幣DOGE，大趨勢分析，以及行情更新！,https://www.youtube.com/watch?v=By4COMGOaes,By4COMGOaes
1270,2021-09-15,17:41:40-07:00,提起戒備！比特幣49000，或許沒那麼容易上去！BTC、ETH、SOL、FTM、REN、SUSHI行情分析！,https://www.youtube.com/watch?v=LtNAeYF2F6E,LtNAeYF2F6E
1271,2021-09-14,17:36:25-07:00,比特幣突破在即？五分鐘快速更新！若真突破，逃頂的山寨幣即可抄底買回；若假突破，則是完美做空點！,https://www.youtube.com/watch?v=RX0eK2Y3P2A,RX0eK2Y3P2A
